"Polarity","Text"
"negative","Sorry I hit close by accident."
"negative","Sorry I've been MIA on this issue."
"negative","I haven't had any time to try re-upgrading after having to back out 2.0.8 but I will be sure to let you know how it works out as soon as I get the opportunity."
"negative","Sorry for that."
"neutral","Here is the new file."
"negative","Sorry missed that select-box."
"neutral","1"
"negative","[~shazron]Sorry that was weird."
"negative","Missed 2 new files - sorry !"
"negative","Sorry no longer working on this"
"negative","Sorry patch is attached "
"negative","On 2008-10-20 11:43:52.354 woflexair commented: Joan  sorry for the noise in the bugbase but it's not a bug."
"neutral","The background image is a 2000x2000 gif image with transparency and then the bitmap is very big."
"neutral","2000*2000*4 = 16 Megas."
"negative","Sorry once again for the wrong report Stephane"
"negative","Sorry I forgot to change the priority of this one."
"neutral","It's not a major one but it would be a ""nice to have"" especially with the popularity of web services growing like it is."
"negative","sorry."
"negative","Sorry that should have said fixed via HADOOP-4980 not 6980."
"negative","Sorry about the report."
"neutral","Turns out that upgrading git (from 1.6.4 to 1.8.1) fixed this."
"negative","Ugh sorry :(  Thanks!"
"neutral","Uploaded new patch with no compilation errors."
"negative","Sorry I didn't use your patch but I think you'll like the end result."
"negative","Some file were missing in the last patch sorry."
"neutral","Trove's licensing won't be changing."
"negative","The biggest problem is that we've had too many committers over the years and we'd have to get all of their permission to change it."
"negative","So sorry I can't be more obliging."
"negative","Last try."
"negative","Sorry."
"negative","sorry.. redeploy patch"
"neutral","Since the change is already included in HIVE-5741 I will mark this one resolved."
"negative","Sorry for the trouble Vikram!"
"negative","Sorry for the misspelling )"
"negative","sorry for your time."
"negative","I must have looked at this before my morning coffee.."
"negative","Sorry -) +1 "
"neutral","Redoing the before/after code below:  Before:        if (!msg.isPersistent() || connection.isUseAsyncSend() || txid!=null)) {             this.connection.asyncSendPacket(msg)         } else {             this.connection.syncSendPacket(msg)         }  After:       if(!msg.isResponseRequired() && (!msg.isPersistent() || connection.isUseAsyncSend() || txid!=null)) {             this.connection.asyncSendPacket(msg)         } else {             this.connection.syncSendPacket(msg)         } "
"negative","sorry...."
"neutral","Here is a url with a frame."
"negative","Sorry about that...  http://bit.ly/12UiaS"
"negative","Sorry Thiru I hope you haven't already started working on this!"
"negative","sorry."
"negative","Sorry misunderstood the issue!"
"negative","Sorry for the delay."
"negative","sorry for delay"
"neutral","[~lhofhansl] Yea...."
"negative","Sorry for the delay was away."
"negative","Sorry."
"negative","This was my bad."
"negative","Sorry it seems I forgot a few references to 2.0.2 in ./deps/cxf-all I'm attaching a new patch to fix these references."
"negative","Stroooong ++++++1  I wanted to do that long time but some tests were made me afraid."
"negative","Sorry that should be  FileChannel inputChannel = input.getChannel() FileChannel outputChannel = output.getChannel()  in the try block. "
"negative","Sorry [~svenkat] I just committed this."
"neutral","[~shwethags] Can you please fix this right away ?"
"negative","No sorry."
"negative","Sorry I missed the ""overwrite"" keyword."
"negative","Sorry everyone."
"negative","sorry last patch was missing new files"
"negative","Sorry Avdhesh I forgot to add these two files to the patch here is the new patch containing the missing files"
"neutral","Mike I can take this one if you want..."
"negative","Sorry."
"negative","The problems I was talking about are mostly fixed by [HADOOP-3575] and [HADOOP-3480]."
"negative","I opened [HADOOP-3607] to fix a wrong URL but appart from that I don't there's still references to the old structure."
"negative","no sorry - priorities have been shifted around..."
"negative","Sorry about that."
"neutral","As expected thanks."
"negative","Sorry  fixed."
"negative","Sorry Gav DONE Committed @revision 2487."
"negative","Sorry but look at mapSubtract and further down in the source you will find plenty."
"negative","Thanks for the report and sorry its taken so long to fix it."
"negative","well sorry i didn't upload the right files"
"negative","Whoops sorry."
"neutral","I'll look into it."
"negative","Sorry about the trouble."
"neutral","Committed Ron's patch."
"negative","Actually that's what this change did sorry for the noise."
"negative","Sorry for the noise.."
"negative","Completely missed issue 614.."
"negative","Sorry typo:  ""our part"" in place of  ""one part"" above."
"negative","Sorry I thought issue (and provided patch) were about cocoon-servlet-service-impl used by either C2.2 and C3 but only now I see that instead they are related to cocoon-servlet-service-components (C2.2 only)."
"negative","Sorry about the error guys."
"neutral","It was meant to be ""super.initialize(context) line in its initialize(UimaContext)"" :) "
"negative","sorry this bug is *not* fixed."
"neutral","The patch in FOP-1099 fixes it though."
"negative","Sorry."
"neutral","I just saw that you commited Code that you did not write about here...."
"negative","Sorry yes I believe this has been resolved."
"neutral","The problem here was simply that an EJBs class may not be one of its BeanTypes."
"neutral","Just picking a type from one of the types was a simple enough solution."
"negative","Sorry for the spam - but which test method - can't find any related to the SnapPuller on trunk."
"neutral","But may is better to have no test method than the one with 10 aspects."
"negative","Sorry about that."
"neutral","[~appodictic] Sounds good and thanks!"
"negative","Yes the patch is badly named - sorry!"
"negative","Sorry attached the file to the wrong issue."
"negative","Sorry about that."
"negative","I have a really bad habit of not reading thru all the bug comments before asking questions."
"negative","Sorry I tought I could commit this patch but I did not realize that one of the files is in the framework (and I have not access to it). "
"negative","Sorry on holiday last week and just catching up."
"negative","Thanks so much sorry that this isn't in the appropriate place."
"negative","Sorry guys I've been pretty busy @ work but I have been watching this."
"neutral","I'll try to test out the patch this weekend and let you know how it goes."
"neutral","Yes just made the same observation."
"negative","Sorry https://bugzilla.mozilla.org/show_bug.cgi?id=514760 is related but not same."
"negative","SorryI haven't tried you patch."
"negative","Sorry for the noise."
"neutral","Thanks. "
"negative","Sorry I meant to have this patch in sooner but got quite busy I expect to have it soon."
"negative","I missed the context."
"neutral","Patch in gzipped form."
"negative","For some reason I couldn't upload the straight patch."
"negative","Sorry guys"
"neutral","of course!"
"negative","Sorry - the federated build is still working out kinks..."
"negative","The problem is that it builds awt and that requires some dependencies."
"neutral","I'll add a README"
"neutral","This is is my todo list still but hasn't risen to the top."
"neutral","Yeah we can do it in 0.8.1 which should happen fairly quickly after 0.8 but we are really trying to lock down 0.8 to critical fixes and this is more of a new feature (though obviously desirable)."
"negative","Sorry for the hassle."
"negative","WOW....you are right...I'm deeply sorry to bother you guys (and I'm also a bit embarrassed)."
"neutral","Looks like there's a code freeze for 2.1.8 happening right about now but this still hasn't been committed."
"neutral","Is there a chance to get it in?"
"negative","Sorry to nag."
"neutral","Here is a fixed patch."
"negative","Sorry for that."
"positive","Fixed then :)"
"neutral","I think this was a dud."
"negative","Sorry for the noise."
"negative","Aaron sorry about this."
"negative","The guy on our team that was going to do this was swamped so I re-assigned this to you."
"neutral","Will take a look at it."
"neutral","I didn't 'svn up' before I looked at the code :)."
"negative","Sorry for the noise."
"negative","My patch wouldn't compile."
"negative","Here is addendum to fix (Sorry about build breakage)"
"negative","Sorry you're right."
"negative","Line 1664 (sorry the 0.94 codeline)"
"neutral","It's the ObjectMessage that could alternatively be sent as an XStream message right?"
"negative","Sorry about that fixed now."
"negative","sorry about this."
"neutral","i committed GIRAPH-90 with wrong reference in commit message."
"negative","Tried some more stuff and realized I was doing it wrong."
"negative","Sorry."
"negative","Sorry here's the test that reproduces the issue."
"negative","Sorry if this spam's things however it's unlikely that I'll work on these."
"negative","sorry old xml here is the used one:  <?xml version=""1.0"" encoding=""UTF-8""?> <root><value>?“?“??“¦ und ??????"
"neutral","1"
"negative","Sorry for the super-slow uptake on this the new job is using up all of my limited brain resources. "
"negative","s/[~apurtell]/[~lhofhansl]/  Sorry guys."
"neutral","Switched to @GeneratedValue(strategy = GenerationType.TABLE) for all entities rave-portal was using GenerationType.SEQUENCE (incompatible with MySQL) while rave-shindig was using GenerationType.IDENTITY (incompatible with Oracle)"
"neutral","Eventually I decided to include just one patch file (instead of code and test) since it was simpler after all."
"neutral","Please be sure to review the following: # Collector class and documentation."
"neutral","One underlying cause of this issue is QPID-4731 "
"negative","Sorry that I think I missed some discussion in the mailing list."
"neutral","The implementation and test and BreakIterator is attached."
"neutral","I saw this behavior in a stress test just now as well on tip of 20."
"neutral","New patch removing ""preserve holes"" option from AnalyzingCompletionLookup: you can simply tell your StopFilter whether or not holes are meaningful."
"neutral","Cheers  Mick"
"neutral","This code is generated."
"neutral","Supplemental patch committed."
"neutral","I'm leaving this issue open for further discussion."
"neutral","Committed to trunk."
"neutral","3.x does not have a mechanism to pass state across core reloads and that's a change I'd rather leave to 4.x."
"neutral","Might simply be best to track all directories and close them on shutdown."
"neutral","Shazron  I am using alert to visually notify myself."
"neutral","Inferring that it might make a difference based on your comment I tried using 'console.log()' and the unexpected behavior was no longer present."
"neutral","Reviews appreciated.""180"
"neutral","Edited these issues to set the fix version."
"neutral","Integrated in Hadoop-Mapreduce-trunk #1386 (See https://builds.apache.org/job/Hadoop-Mapreduce-trunk/1386/) YARN-209. Fix CapacityScheduler to trigger application-activation when the cluster capacity changes. Contributed by Zhijie Shen. (Revision 1461773) Result = SUCCESS vinodkv : http://svn.apache.org/viewcvs.cgi/?root=Apache-SVN&view=rev&rev=1461773 Files : /hadoop/common/trunk/hadoop-yarn-project/CHANGES.txt /hadoop/common/trunk/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-resourcemanager/src/main/java/org/apache/hadoop/yarn/server/resourcemanager/scheduler/capacity/LeafQueue.java /hadoop/common/trunk/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-resourcemanager/src/test/java/org/apache/hadoop/yarn/server/resourcemanager/TestRM.java /hadoop/common/trunk/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-resourcemanager/src/test/java/org/apache/hadoop/yarn/server/resourcemanager/scheduler/capacity/TestLeafQueue.java"
"positive","Thanks for the patch"
"neutral","Changed MULTI_TEXTVALUE_SEPARATOR into a property configurable by injection of constant named xwork.validatorfileparser.multi_textvalue_separator. This makes it possible to have empty String as 'separator' if it apllies to your particular platform"
"positive","Patch Applied. Good Work Adrian!"
"neutral","Venu committed your patch. It's in Xerces 2.6.0. Please verify."
"neutral","All of the components in the configuration get reset before parsing begins. This gives each component an opportunity to read features and properties from the configuration"
"neutral","Reporter took back the issue."
"neutral","As a work around"
"neutral","patch in cvs. Could you please verify?"
"positive","Verified"
"neutral","*** Bug 9236 has been marked as a duplicate of this bug. ***"
"neutral","*** Bug 8704 has been marked as a duplicate of this bug. ***"
"neutral","I think you want the XMLBEANS project"
"neutral","I checked that this bug was fixed in version 2.5.2."
"neutral","Closing this issue. Please re-open if you have a testcase."
"negative","I think with the latest code"
"negative","I wasn't able to reproduce the problem with the attachments. I saw appropriate error messages"
"neutral","Retest shows Running xalan on lre02 <?xml version='1.0' encoding='UTF-8'?> <out xmlns='www.lotus.com' xmlns:ped='http://tester.com' english='to leave'/> Running XSLTC with Xerces Parser on lre02 <?xml version='1.0' encoding='UTF-8' ?> <out xmlns:ped='http://tester.com' xmlns='www.lotus.com' english='to leave'/>"
"neutral","Very cool. Thank you."
"negative","You are mixing runtimes. You must link _all_ executables with the same run- time library. For release"
"neutral","Integrated in Struts2 #545 (See https://builds.apache.org/job/Struts2/545/) WW-3881 allows new html input types (Revision 1397712) Result = SUCCESS lukaszlenart : Files : /struts/struts2/trunk/core/src/site/resources/tags/ajax/autocompleter.html"
"neutral","I'll update the javadoc accordingly."
"neutral","See my comment in WICKET-3093."
"neutral","Integrated in Apache Wicket 1.4.x #436 (See [https://hudson.apache.org/hudson/job/Apache%20Wicket%201.4.x/436/]) ?•?ä?•?ä?•?ä?•?äWICKET-3413 FLAG_INHERITABLE_MODEL and default model change reset 'inherited model' flag if model changed and a new one is not IComponentInheritedModel"
"negative","Sorry"
"neutral","this will be tackled when we improve ajax"
"neutral","1.3.x is no longer maintained outside of security-related issues"
"neutral","seems like all subtask as resolved"
"neutral","A RangeValidator exists by now which looks very similar to yours."
"neutral","Fixed in trunk (r555005)."
"neutral","behvaiors:ajax calls is not always 1:1. some behaviors are purely clientside. also"
"neutral","Updated version of the patch. Removed the setter for the log storage provider in the stanza relay"
"positive","Looks solid. I'm okay with resolving this one."
"negative","We'll look at the issue for 1.1"
"neutral","This issue is maybe related to UIMA-1408."
"positive","To test this"
"negative","Fixed. Sorry folks"
"neutral","I've just made some observations on the tuscany-user mailing list which should appear in the mailing list archives shortly"
"neutral","reattaching with grant of license"
"positive","Patch applied. Thanks!"
"neutral","as for V2.1.4 and later"
"neutral","Proposed patch."
"positive","Reviewed and tested. Looks good so far"
"neutral","This is on top of http://svn.apache.org/repos/asf/myfaces/trinidad/branches/2.0.0.1-branch"
"neutral","Appled patch with some changes to compile with the new public rendering API."
"neutral","in branch"
"neutral","The above code is a part of a dataTable of course ..."
"neutral","TagSoup 1.2.1 is finally available"
"neutral","Integrated in Thrift #426 (See https://builds.apache.org/job/Thrift/426/) THRIFT-1532/ THRIFT-1475 - fix record generation for erlang (Revision 1303663) Result = SUCCESS molinaro : http://svn.apache.org/viewvc/?view=rev&rev=1303663 Files : /thrift/trunk/compiler/cpp/src/generate/t_erl_generator.cc /thrift/trunk/lib/erl/Makefile.am /thrift/trunk/lib/erl/test/Thrift1475.thrift"
"positive","Ah"
"positive","Great! I'm glad you found it helpful."
"neutral","Duplicate of TAPESTRY-1988."
"positive","Thanks for the issue / steps to resolve. Pretty much did what you said verbatim. (as it worked out on the other regexp issue)"
"neutral","patches applied"
"neutral","Fixed in the trunk and branch"
"neutral","Fixed in nightly build 20010612. Will be fixed in Struts 1.0 final."
"neutral","Each instance in SQL Server gets its own port number. As long as the port number for the SQLExpress instance is accurate it should work okay."
"neutral","After the changes the error no longer appears in nightly build results. Closing as Fixed."
"neutral","All third party repos are removed for released artifacts. The only exception is the metaxa engine which will be excluded from the release."
"neutral","Looks like STANBOL-258 describes the same Issue."
"neutral","Fixed in revision 1073288"
"neutral","Committing to https://svn.apache.org/repos/asf/mina/sshd/trunk ... M sshd-core/src/main/java/org/apache/sshd/client/UserAuth.java M sshd-core/src/main/java/org/apache/sshd/client/auth/UserAuthAgent.java M sshd-core/src/main/java/org/apache/sshd/client/auth/UserAuthPassword.java M sshd-core/src/main/java/org/apache/sshd/client/auth/UserAuthPublicKey.java M sshd-core/src/main/java/org/apache/sshd/client/session/ClientSessionImpl.java M sshd-core/src/main/java/org/apache/sshd/common/Session.java M sshd-core/src/main/java/org/apache/sshd/common/session/AbstractSession.java M sshd-core/src/main/java/org/apache/sshd/server/FileSystemFactory.java M sshd-core/src/main/java/org/apache/sshd/server/FileSystemView.java M sshd-core/src/main/java/org/apache/sshd/server/channel/ChannelSession.java M sshd-core/src/main/java/org/apache/sshd/server/command/ScpCommand.java M sshd-core/src/main/java/org/apache/sshd/server/filesystem/NativeFileSystemFactory.java M sshd-core/src/main/java/org/apache/sshd/server/filesystem/NativeFileSystemView.java M sshd-core/src/main/java/org/apache/sshd/server/session/ServerSession.java Committed r1039541"
"neutral","I haven't seen any bad behavior. I was using open ssh to test this. I used the escape character"
"neutral","[branch_4x commit] Shalin Shekhar Mangar http://svn.apache.org/viewvc?view=revision&revision=1444786 SOLR-4426: NRTCachingDirectoryFactory does not initialize maxCachedMB and maxMergeSizeMB if <directoryFactory> is not present in solrconfig.xml"
"neutral","removing fixVersion=4.0 since there is no evidence that anyone is currently working on this issue. (this can certainly be revisited if volunteers step forward)"
"negative","The other precedences are OK"
"neutral","bulk close for 3.4"
"neutral","@Noble Paul I cooked something resembling a backport here SOLR-3079"
"neutral","Bulk close for Solr 1.4"
"neutral","commited a while back"
"neutral","Fixed in http://svn.apache.org/viewvc?view=revision&revision=1210845"
"negative","Fixed. Sorry for long waiting. I didn't find the time. Author: tterm Date: Mon Jul 21 01:53:35 2008 New Revision: 678365 URL: http://svn.apache.org/viewvc?rev=678365&view=rev Log: Preserving or configuring content-type of http-header Modified: servicemix/smx3/branches/servicemix-3.2/deployables/bindingcomponents/servicemix-http/src/main/java/org/apache/servicemix/http/HttpEndpoint.java servicemix/smx3/branches/servicemix-3.2/deployables/bindingcomponents/servicemix-http/src/main/java/org/apache/servicemix/http/processors/ProviderProcessor.java"
"neutral","The fix currently transform the input source to a DOMSource. We could also handle differently a SAXSource."
"neutral","Close after release"
"neutral","Linked the API docs from the main navigation which completes this task for now."
"neutral","It seems that this enhancement is atm out of scope for Sling - therefore closing this bug."
"neutral","resolved -- changed DEFAULT_TTL to defaultTtl to reflect it not being a constant any more.."
"neutral","Applied patch from Jasvir. Also corrected case error in Enum type in Java"
"positive","Awesome. I actually did find two more non-code files - the readme docs in java/social-api/ and have added them as deletes to my client. Good to know it checks out with you though. Unless anybody objects I'll submit this relatively soon."
"neutral","Ok"
"positive","Cool. Thanks for considering my bug report!"
"neutral","Closing resolved/won't fix issues."
"neutral","Confirmed with Dave that this can be closed."
"positive","Fixed"
"neutral","Committed to 0.18 branch r1366206"
"positive","I just committed this. Thanks pat!"
"neutral","Trying again."
"neutral","zoo_multi and zoo_amulti crash for the same reason.  Made some local fixes here."
"negative","bq. 1)  Sorry didn't create a patch for the README since it was a small change it is included in this patch with the comment revision.  "
"positive","Committed to trunk branch-2 and branch-2.1-beta. Thanks Jian."
"positive","Thanks [~ajisakaa].  +1 pending jenkins."
"positive","+1. Patch looks good. Thanks Jian and Zhijie Bikas for the reviews."
"positive","Fixed the minor nits. Thanks Sid!"
"positive","bq. I just committed this to trunk and branch-0.23. Thanks Derek! Also branch-2."
"positive","The patch looks good and so do the tests.  Thanks.  My only question is why were the following lines added to setup? {code} conf.set(YarnConfiguration.NM_LOCAL_DIRS ""file:///bin/echo"")"
"positive","Thanks Radim  I put this into trunk branch-2 and branch-0.23"
"positive","Thanks John for bringing this up and also for providing the patch."
"negative","Oops sorry. Certainly right."
"neutral","The patches on XERCESJ-1365 supersede the ones attached here."
"positive","Thanks Wei. I've committed your latest patch to SVN."
"neutral","Fixed in CVS.  (Indeed the fix was in CVS slightly before release publication"
"positive","Looks great thanks Tinny!"
"neutral","Created an attachment (id=1417) xercesc/framework/XMLValidator.hpp "
"positive","I checked out the patch.  It looks good to me."
"negative","My oops then. I hadn't defined it I was assuming that it would be handled like the other special characters... ...sorry for the trouble.  "
"neutral","This bug was introduced by https://issues.apache.org/struts/browse/WW-2171"
"positive","Patch applied thanks!"
"neutral","Make AMP constants refer to &amp"
"neutral","Lets fix this post wss4j-1.5.3"
"neutral","Reassign to fix in future release."
"negative","A Quickstart for the bug as Eclipse/Maven Project. Sorry for the delay."
"positive","Ah great thanks!     "
"negative","Sorry I narrowed down the issue to Chrome's over-zealous caching. I was able to reproduce the problem on two separate computers in a simple project where I had upgraded from Wicket 1.4.0 to 1.4.15. But due to testing before and after Chrome had cached the buggy version of wicket-ajax.js from 1.4.0 and did not detect that it changed with the update. Clearing the browser cache resolved the issue.  Sorry about the bogus bug report."
"neutral","Quickstart to demonstrate that I can't reproduce this."
"positive","Builds fine for me and the code looks good. Great work! I did not run the integration tests.   [~abayer] what do you think?"
"neutral","You are right its the wrong one (an older attempt)."
"positive","Ok. I will do that. Adrian thanks for taking a look at this. :) "
"negative","Sorry forgot to mention it in issue description. I use commons-net-2.0.jar i.e. version 2.0.  It's because Scott Bjerstedt wrote in VFS-264 that for his patch to work we need to use commons-net 2.0."
"neutral","It took me a while to figure out where the problem is coming from sorry.  So your way is not a bad way of doing it though let me suggest an alternative...  In AbstractFileObject match the constructor's ""fs.fileObjectHanded(this)"
"positive","Nice!  Thanks for adding nice debug logging too :-) "
"neutral","Thanks for the patch Greg. Applied at r1153789"
"neutral","Patch Commited closing bug"
"neutral","1.2.x patch attached"
"positive","Thanks again to Claudio Tasso"
"positive","Good advice this works..."
"positive","Thanks. Yes when that fragment is part of an RTF file it provokes the exception so if you could put it into a valid RTF file it should throw the exception."
"neutral","Fixed in revision 903352. The change should get published in a few hours."
"positive","Thanks Avi!"
"neutral","Any feedback on the updated patch?  I'm guessing it won't cleanly apply to trunk anymore since it's been two weeks but if the general idea looks correct I can update it to apply cleanly to the current trunk."
"neutral","Committed revision 700277. "
"neutral","Hi   I have re-based the patch based on the latest master branch.  Please review and let me know if any changes are required."
"positive","Committed. Thanks Hitesh"
"neutral","T5 requires Java 1.5+ "
"positive","great idea"
"positive","Great job. I'll review this patch today's night."
"positive","Thanks guys. :)  I also agree with Hyunsik's suggestion. I updated hadoop dependency to follow hadoop version of 'tajo-project'.  Check the patch again. please.  "
"positive","Many thanks ... looks good"
"neutral","Changes committed with revision: d3a9688d00bd520dc1c9b3a40b229aa9b10c87f0"
"negative","Sorry I miss. This bug is same STR-2372. I change resolution to INVALID. "
"neutral","If this is deemed to be a valid bug you can use my upcoming patch which simply doesn't pass the calls  to getLoginTimeout and setLoginTimeout through to the BasicDataSource.  I guess it could be a  good thing to let the BasicDataSource throw the UnsupportedOperationException notifying the  programmer that their call to the method really isn't doing anything.    OTOH they probably  care more about successfully migrating their 1.0.2 app to 1.1 and this is just getting in the way.   If they really want to know why their call to setLoginTimeout isn't working they can check the  included javadoc.  So if you decide it's a bug then there's a patch coming..."
"neutral","Created an attachment (id=1425) Proposed patch "
"neutral","Hi Florent where is the code you extracted?"
"positive","The patch is in: https://git-wip-us.apache.org/repos/asf?p=sqoop.git"
"positive","Thanks Jarcec - that clarifies."
"positive","Thanks Uwe!"
"negative","Fixed the bug description - sorry for the noise"
"positive","Thanks for the commit!"
"positive","Thanks Martijn!"
"neutral","Hi Tommaso  bq. However I think it should be good if it was possible to alternatively get rid of the uimaConfig file defining each parameter inside the Processor with Solr elements (str/lst/int etc.) as well.  I've done this in the attached patch. Please review it. I'm not confident about the part:  {code} <lst name=""fieldMappings"">   <lst name=""mapping"">     <str name=""type"">org.apache.uima.SentenceAnnotation</str>     <str name=""feature"">coveredText</str>     <str name=""field"">sentence</str>   </lst> </lst> {code}  the structure is appropriate or not."
"neutral","Test cases for geomultidist() function.  Add this and SOLR.2155.p3.patch"
"neutral","An updated documentation of the Processor is now at http://wiki.apache.org/solr/LanguageDetection  @Lance: What params were on your mind as candidates for keyword instead of true/false and for what potential future reasons?"
"neutral","Hi everyone   What's the status of this issue? Have you found and workarounds?"
"negative","Hi Andreas  Sorry for my late reply.  I haven't looked in to the difference between using the ResponseBuilder#getFilters and using filter's in a normal query. Are there any functional differences between the two ways other than that one of them utilizes Solr's filterCache and the other doesn't?"
"neutral","Dumb user"
"neutral","This looks good to me as a first step - tested with both config and schema errors.  Would be nice if single core with the solr.xml also worked but no biggie - we can fix with the rest of multi-core.  bq.  Note for no good reason what so ever   Well I think it was supposed to work (even though the whole idea is kind of broken anway) cause it attempted to so reason is prob a bug ..."
"neutral","Committed revision 949471.  merged to branch-1.4 for 1.4.1"
"neutral","Did you clean everything out?"
"positive","Thanks Otis. "
"neutral","bq. I'm attaching a patch which adds a second query() method to SolrServer which takes the request method as the second argument.  Shouldn't that be specific to an HTTP server?"
"neutral","Mike: patch reads nice and clean to me (didn't try applying though)  two nits:   1) it would be good to have a test of the case where a boolean with the default boost is specified in one bq and a seperate blank bq is specified to force the first BQ to be treated as a single query  2) let's assign  params.getParams(DMP.BQ) to a temp variable so we don't have to call it twice in three lines."
"neutral","Hi Guillaume  I think that what you are saying is right and i find ( despite is on the specification or not ) that to have the error status is quite useful.  But i don't agree that if InOnly MEP terminate with an ERROR status it should propagated back.  I agree totally with Gianfranco this should be done only when we're working in sync mode otherwise it's better not  to propagate the error back and use feature like restart from the failure point that we've just implemeted.  Do you agree with this??  Andrea "
"neutral","maybe we can replace wsn-http-binding in the future"
"positive","Guillaume Thanks for your commit. It fix this problem and my example works fine now with this fix. "
"positive","Thanks. Moved"
"positive","Great thanks for fixing the OSGi import. I'll create a new issue for the failing trunk build with more info... https://issues.apache.org/jira/browse/SLING-2770"
"positive","Looks good. Thanks for your work on this!"
"neutral","dupe of SLING-1529"
"positive","Looks good thanks!"
"neutral","Performing the conversion of the time out interval from seconds to milliseconds using longs in the getTimeout method avoids the overflow. Could still add additional methods to the Session API if desired."
"positive","Awesome - thanks so much for the submission Scott!"
"neutral","Finally it should be noted that the 'noSession' filter only prevents new sessions from being created.  It allows access to any existing session that might have been created in another part of the application by the application developer."
"neutral","Committed by Ryan Baxter as revision 1352277 "
"neutral","Created an attachment (id=16986) Proposed addition to Javadocs. "
"neutral","Patches for 1) applied to trunk and J6"
"neutral","Closing as a duplicate of ROL-1642."
"neutral","A patch file is attached here to address these problems. Many files have been touched. Sorry for it. But I'm sure there are more files than these that have i18n problems. I'd like to dig more into it as soon as these critical ones are resolved."
"neutral","Reviewed by Rob.  Approve for 0.20."
"neutral","This change was only applied to the 0.5.x-dev branch. It needs to be merged to trunk."
"positive","Hi Aidan can you review this change please thanks."
"neutral","Fixed in 1.4 release branch in r605105.   Leaving open until fix (with other pending changes) is ported back to trunk."
"positive","Wow fast. Thanks!"
"positive","Committed to 0.11.1 branch and trunk. Thanks a ton Kai!"
"positive","Committed to trunk. Thanks Johnny!"
"positive","Patch committed to trunk and 0.11 branch.  Zhijie thanks for the patch!"
"positive","Committed to trunk. Thanks for the review Alan!"
"neutral","Attached patch should apply cleanly to the current trunk. Please review."
"neutral","Hudson does not work well patch has been manually tested."
"positive","patch committed. Thanks pradeep!"
"positive","Thanks Pi.  I do not think there is any special tricks besides those with Linux (such as you will need ant junit java svn etc).  If you want you can also send me your pig.jar and then I will try it out for you.  Best regards Xu   org.apache.pig.impl.logicalLayer.parser.QueryParser.Expr(QueryParser.java:373>> )  "
"positive","Fix checked in at revision 648768.  Thanks Xu."
"neutral","change default assembly behaviour in preflight"
"negative","Hi  Here is the missing file. I'm sorry for the delay.  Regards Eric"
"neutral","Direct link to mail item didn't work."
"neutral","Committed revision 1475954."
"positive","Hi Michael thank you for your answer. I thought that it would not be so easy to solve this issue. Unfortunately.  I agree with you that the main problem here is that a copy action is missing and I guess AttachStrategy.persist is the right place to add some kind of copy functionality.  I started looking into the source code of the enhanced class from the test. PersistenceCapable declares a public method to copy fields (pcCopyFields(...)). Unfortunately you can't use in AttachStrategy.persist because the entity to persist has no statemanager at this point (an exception InvalidStateException will be the result).  My suggestion is to modify the class enhancement and remove the StateManager check in pcCopyFields (I don't see the need for this check).  Afterwards you can use pcCopyFields in AttachStrategy.persist by adding something like      ...         if (manager.getCopyNew()) {             int[] fields = new int[meta.getFields().length]"
"neutral","Closing issue"
"neutral","I had almost the same interface for the command-line option in mind but sticking to the previous formats for specifying the id:  ./wmgr-client --url http://localhost:9001 --operation --getWorkflowInstMet --id <workflowInstId>  And in return display the values in the format as you suggested above.  "
"positive","Fixed rev 1190423. Thanks Jose! "
"positive","Thank you Jacques for the quick commite !!  Pierre "
"positive","Thanks René  Your patch is in trunk at r1061167 R10.04 at r1061173 R9.04 at r1061174   "
"positive","Done at 946323 and 946322 Thanks Blas !"
"neutral","Done at revs 946320 and 946321   thanks Blas"
"positive","Hi Jacques hi Ankit ... i think i found the reason why we can't call layer recursivly ... i made a patch but i can't sync my trunk today (i'm at our friends house and they have only internet via gps connection ... it's so slow :-D). I will provide the patch on monday morning.  Have a good Weekend Sascha"
"positive","Thank you Ashish Vijaywargiya and Pranay Pandey :)   Thanks and Regards -- Akash Jain"
"positive","Great last enhancements thanks guys!"
"positive","Hi Bilgin  you are right the entitymode.xml can be removed but I when I add it I'm thinking to add a new filed to PosTerminalInternTx  entity to store ""Pos Paid Reason"" instead of store it in the reasonComment field.  I have already created some enumeration into DemoPosData.xml but it is still not been used. There are still a lot of things that has been not implemented or not working so contribution from other people are welcome. Removing the hardcoded value pos-1 into WebPosEvents.java at line 77 is something still to be done. I'm thinking to add a combo box after logged in to choose the posTerminalId but I didn't get the time to do it.  Thanks  Marco"
"positive","Thanks Bruno and Bilgin  You patches are in trunk revision: 691953   Great to see good cooperation at work :) "
"positive","Jacopo  Thank you for your work! I'll test it today and let you know what I find."
